open,label
-39720,0
-39761,0
-39805,0
-39851,0
-39931,0
-40063,0
-40211,0
-40337,0
-40416,0
-40436,0
-40375,0
-40244,0
-40142,0
-40114,0
-40099,0
-40012,0
-39796,0
